name,2005
ai0,0
ap0_o(i01),0.28709
ap0_o(i02),-0.59243
ap0_o(i03),-0.83257002
ap0_o(i04),0.11268
ap0_o(i05),-0.087008998
ap0_o(i06),0.036984
ap0_o(i07),-0.46450999
ap0_o(i08),-0.21387
ap0_o(i09),-0.090568997
ap0_o(i10),-0.014737
ap0_o(i11),0.034339
ap0_o(i12),-0.032573
ap0_o(i13),0.064355999
ap0_o(i14),0.16415
ap0_o(i15),1.5256
ap0_o(i16),0.093737997
ap0_o(i17),0.035618
ap0_o(i18),0.0060604
ap0_o(i19),0.18964
ap0_o(i20),0.0016097
ap0_o(i21),0.23149
ap0_o(i22),-0.020234
ap0_o(i23),-0.17437001
ap0_o(i24),0.01349
ap0_o(i25),0.44600001
ap0_o(i26),0.28788
ap0_o(i27),0.23659
ap0_o(i28),0.25222
ap0_o(i29),0.59683001
ap0_o(i30),-0.11767
ap0_o(i31),0.13591
ap0_o(i32),-0.10785
ap0_o(i33),0.089505002
ap0_o(i34),-0.080706999
ap0_o(i35),-0.053548001
ap0_o(i36),0.013287
ap0_ene(i01),0
ap0_ene(i02),0
ap0_ene(i03),0
ap0_ene(i04),0
ap0_ene(i05),0
ap0_ene(i06),0
ap0_ene(i07),0
ap0_ene(i08),0
ap0_ene(i09),0
ap0_ene(i10),0
ap0_ene(i11),0
ap0_ene(i12),0
ap0_ene(i13),0
ap0_ene(i14),0
ap0_ene(i15),0
ap0_ene(i16),0
ap0_ene(i17),0
ap0_ene(i18),0
ap0_ene(i19),0
ap0_ene(i20),0
ap0_ene(i21),0
ap0_ene(i22),0
ap0_ene(i23),0
ap0_ene(i24),0
ap0_ene(i25),0
ap0_ene(i26),0
ap0_ene(i27),0
ap0_ene(i28),0
ap0_ene(i29),0
ap0_ene(i30),0
ap0_ene(i31),0
ap0_ene(i32),0
ap0_ene(i33),0
ap0_ene(i34),0
ap0_ene(i35),0
ap0_ene(i36),0
ap0_mat(i01),0
ap0_mat(i02),0
ap0_mat(i03),0
ap0_mat(i04),0
ap0_mat(i05),0
ap0_mat(i06),0
ap0_mat(i07),0
ap0_mat(i08),0
ap0_mat(i09),0
ap0_mat(i10),0
ap0_mat(i11),0
ap0_mat(i12),0
ap0_mat(i13),0
ap0_mat(i14),0
ap0_mat(i15),0
ap0_mat(i16),0
ap0_mat(i17),0
ap0_mat(i18),0
ap0_mat(i19),0
ap0_mat(i20),0
ap0_mat(i21),0
ap0_mat(i22),0
ap0_mat(i23),0
ap0_mat(i24),0
ap0_mat(i25),0
ap0_mat(i26),0
ap0_mat(i27),0
ap0_mat(i28),0
ap0_mat(i29),0
ap0_mat(i30),0
ap0_mat(i31),0
ap0_mat(i32),0
ap0_mat(i33),0
ap0_mat(i34),0
ap0_mat(i35),0
ap0_mat(i36),0
